gene,Relative.Growth.Rate,phenotype,lower,upper,variance,timesAnalysed
PBANKA_090960,0.243706477,Essential,-0.18383001,0.671242963,0.045696862,2
PBANKA_090970,0.261398448,Essential,0.060416935,0.462379961,0.010098392,2
PBANKA_090980,0.98594929,Dispensable,0.84778493,1.124113651,0.004772348,1
PBANKA_091010,0.41870572,Slow,0.349327023,0.488084417,0.001203351,2
PBANKA_091020,0.782666815,Slow,0.629647068,0.935686562,0.005853761,1
PBANKA_091030,0.36122828,Slow,0.148510934,0.573945626,0.011312167,4
PBANKA_091100,1.021850482,Dispensable,0.841690281,1.202010683,0.008114424,2
PBANKA_091120,0.115179732,Essential,0.026635504,0.203723961,0.00196002,2
PBANKA_091130,0.531730546,Slow,0.412832057,0.650629034,0.003534213,2
PBANKA_091140,0.727469601,Slow,0.616341617,0.838597586,0.003087357,2
PBANKA_091150,0.84212044,Slow,0.758662435,0.925578445,0.00174131,2
PBANKA_091160,0.07581875,Essential,0.035699991,0.115937509,0.000402379,2
PBANKA_091170,0.147694025,Essential,-0.056710932,0.352098981,0.010445347,3
PBANKA_091180,0.1,Essential,-0.606425542,1.85927464,0.379979837,3
PBANKA_091190,0.1,Essential,NA,NA,Inf,2
PBANKA_091210,0.063592419,Essential,-0.017382376,0.144567215,0.001639229,4
PBANKA_091220,0.041554399,Essential,-0.028805203,0.111914,0.001237618,2
PBANKA_091230,0.968200892,Dispensable,0.864343521,1.072058263,0.002696588,1
PBANKA_091240,0.969630622,Dispensable,0.88934489,1.049916355,0.00161145,2
PBANKA_091250,1.05547365,Dispensable,0.892903196,1.218044103,0.006607288,1
PBANKA_091260,0.959196002,Dispensable,0.880255539,1.038136465,0.001557899,1
PBANKA_091270,0.078002318,Essential,-0.0012491,0.157253737,0.001570197,2
PBANKA_091280,0.789955449,Slow,0.636635292,0.943275606,0.005876768,1
PBANKA_091300,0.936267719,Dispensable,0.720100487,1.152434951,0.011682068,2
PBANKA_091320,0.045446876,Essential,-0.00676541,0.097659163,0.000681531,2
PBANKA_091360,1.032176303,Dispensable,0.92272443,1.141628175,0.002994928,1
PBANKA_091370,0.449816141,Slow,0.264698952,0.63493333,0.008567093,2
PBANKA_091380,0.382103426,Essential,0.0754813,0.688725551,0.023504282,2
PBANKA_091400,0.055882222,Essential,0.024037231,0.087727212,0.000253526,2
PBANKA_091410,0.86098,Dispensable,0.651840488,1.070119513,0.010934834,2
PBANKA_091460,0.32306335,Essential,-0.01764499,0.663771689,0.029020543,1
PBANKA_091480,0.080352633,Essential,0.027556782,0.133148483,0.00069685,2
PBANKA_091490,0.105394503,Essential,0.074781118,0.136007888,0.000234295,2
PBANKA_091510,0.978182008,Dispensable,0.8581458,1.098218215,0.003602173,2
PBANKA_091530,0.065754188,Essential,-0.023701343,0.155209718,0.002000573,2
PBANKA_091550,0.160922964,Essential,0.034544503,0.287301424,0.003992879,1
PBANKA_091600,0.925131679,Dispensable,0.747550444,1.102712914,0.007883774,1
PBANKA_091640,0.820404206,Slow,0.716801784,0.924006627,0.002683365,1
PBANKA_091650,0.976951661,Dispensable,0.817323414,1.136579907,0.006370294,1
PBANKA_091660,0.86915321,Slow,0.755831453,0.982474967,0.003210455,2
PBANKA_091670,1.016447394,Dispensable,0.882706724,1.150188064,0.004471642,1
PBANKA_091690,0.990961368,Dispensable,0.874703299,1.107219437,0.003378985,1
PBANKA_091710,0.557918367,Slow,0.458484873,0.65735186,0.002471755,1
PBANKA_091760,0.032754624,Essential,-0.045037309,0.110546556,0.001512896,1
PBANKA_091780,0.122448253,Essential,0.017252469,0.227644037,0.002766538,2
PBANKA_091790,0.089933164,Essential,-0.155428424,0.335294751,0.015050577,2
PBANKA_091820,0.767969281,Slow,0.670025244,0.865913319,0.002398259,1
PBANKA_091860,1.03021928,Dispensable,0.635197765,1.425240795,0.039010499,2
PBANKA_091870,0.952378992,Dispensable,0.870087807,1.034670177,0.00169296,1
PBANKA_091880,0.227447901,Essential,0.030241228,0.424654574,0.009722618,2
PBANKA_091890,0.949980398,Dispensable,0.831707823,1.068252973,0.0034971,1
PBANKA_091900,0.044845935,Essential,-0.023790822,0.113482692,0.001177751,1
PBANKA_091910,0.835965176,Slow,0.755532609,0.916397742,0.001617349,1
PBANKA_091930,0.22727077,Essential,-0.192338329,0.646879869,0.044017949,1
PBANKA_091940,0.092386488,Essential,-0.030594584,0.21536756,0.003781086,3
PBANKA_091950,0.26328532,Essential,-0.166007957,0.692578596,0.046073179,2
PBANKA_091970,0.10647418,Essential,-0.071079999,0.28402836,0.007881372,3
PBANKA_091980,0.125762466,Essential,-0.122374953,0.373899885,0.015393045,2
PBANKA_091990,1.008489803,Dispensable,0.890003985,1.126975621,0.003509722,1
PBANKA_092010,0.749063145,Slow,0.650219292,0.847906998,0.002442527,1
PBANKA_092040,0.061694489,Essential,-0.063796158,0.187185135,0.003936976,2
PBANKA_092090,0.228358191,Slow,0.097905464,0.358810917,0.004254478,3
PBANKA_092100,0.113108108,Essential,0.020707857,0.205508358,0.002134452,2
PBANKA_092110,0.788931163,Dispensable,0.557623414,1.020238913,0.013375819,2
PBANKA_092140,0.815413568,Slow,0.680316234,0.950510902,0.004562822,1
PBANKA_092150,0.529855568,Slow,0.117334438,0.942376698,0.042543421,2
PBANKA_092160,1.030936536,Dispensable,0.974302982,1.08757009,0.00080184,1
PBANKA_092170,0.583227346,Slow,0.485756421,0.680698271,0.002375145,3
PBANKA_092180,1.012496341,Dispensable,0.908519046,1.116473636,0.002702819,1
PBANKA_092230,0.075517851,Essential,-0.030009059,0.181044762,0.002783982,2
PBANKA_092250,0.094675758,Essential,-0.019867659,0.209219175,0.003280049,3
PBANKA_092280,0.14915941,Essential,-0.042148362,0.340467183,0.009149666,2
PBANKA_092290,0.113102612,Essential,0.023224471,0.202980754,0.00201952,3
PBANKA_092360,0.289247893,Essential,0.005970591,0.572525195,0.020061507,3
PBANKA_092370,0.309001093,Slow,0.116273717,0.50172847,0.00928596,3
PBANKA_092380,0.044892904,Essential,-0.013838674,0.103624482,0.00086235,1
PBANKA_092450,0.080848499,Essential,0.001312572,0.160384427,0.001581491,2
PBANKA_092470,0.10525115,Essential,0.007319104,0.203183197,0.002397671,2
PBANKA_092490,0.135212922,Essential,-0.055392916,0.325818761,0.009082646,2
PBANKA_092500,1.117023593,Dispensable,0.859592601,1.374454585,0.016567679,2
PBANKA_092510,0.139794128,Essential,0.084678924,0.194909331,0.000759421,3
PBANKA_092520,0.110892039,Essential,0.055279064,0.166505013,0.000773201,4
PBANKA_092540,0.1608024,Essential,-0.295343346,0.616948146,0.052017235,1
PBANKA_092550,0.807760336,Slow,0.742720781,0.872799891,0.001057536,5
PBANKA_092560,0.098358097,Essential,0.048996058,0.147720136,0.000609153,3
PBANKA_092600,1.030722277,Dispensable,0.86127809,1.200166465,0.007177833,1
PBANKA_092660,1.000329501,Dispensable,0.957861221,1.04279778,0.000450889,2
PBANKA_092690,0.816119358,Slow,0.654938848,0.977299868,0.006494789,1
PBANKA_092700,0.733508579,Slow,0.487852311,0.979164846,0.01508675,2
PBANKA_092710,0.179012009,Essential,0.094233566,0.263790452,0.001796846,2
PBANKA_092720,0.063995457,Essential,-0.006574602,0.134565517,0.001245033,1
PBANKA_092730,0.251555016,Essential,0.081274273,0.421835759,0.007248883,2
PBANKA_092770,0.913685995,Dispensable,0.725167697,1.102204293,0.008884787,2
PBANKA_092780,0.233812319,Essential,-0.005808737,0.473433374,0.014354563,2
PBANKA_092810,0.193330499,Essential,-0.006971195,0.393632193,0.010030192,3
PBANKA_092820,0.245921405,Slow,0.110103835,0.381738975,0.004611603,2
PBANKA_092840,0.973284324,Dispensable,0.760496211,1.186072438,0.011319695,1
PBANKA_092850,0.018414765,Essential,-0.016509574,0.053339104,0.000304927,1
PBANKA_092860,0.072544288,Essential,-0.248619175,0.393707752,0.025786493,2
PBANKA_092870,0.97171722,Dispensable,0.844554587,1.098879853,0.004042584,1
PBANKA_092880,0.127048943,Essential,0.005596427,0.24850146,0.003687678,2
PBANKA_092890,0.413135477,Slow,0.34004675,0.486224205,0.001335491,2
PBANKA_092900,0.98125553,Dispensable,0.890514431,1.07199663,0.002058487,1
PBANKA_092910,0.761658063,Slow,0.664501677,0.858814449,0.002359841,2
PBANKA_092930,1.067323741,Dispensable,0.95199702,1.182650462,0.003325063,2
PBANKA_092940,0.242292479,Slow,0.131415109,0.35316985,0.003073448,3
PBANKA_092950,0.219523476,Essential,0.045573463,0.393473489,0.007564652,3
PBANKA_092960,0.201012429,Essential,-0.427481325,0.829506182,0.098751099,2
PBANKA_092970,0.986389235,Dispensable,0.933598042,1.039180428,0.000696728,2
PBANKA_092980,1.092102981,Dispensable,0.910288044,1.273917917,0.008264168,1
PBANKA_093000,0.095981344,Essential,-0.196609174,0.388571863,0.021402303,2
PBANKA_093010,0.915508329,Dispensable,0.655508565,1.175508093,0.016899969,2
PBANKA_093020,0.053638786,Essential,-0.020307204,0.127584777,0.001367002,2
PBANKA_093030,0.202302441,Essential,0.0016892,0.402915683,0.010061418,3
PBANKA_093040,1.013404636,Dispensable,0.877102374,1.149706898,0.004644577,1
PBANKA_093080,0.937638325,Dispensable,0.835973592,1.039303058,0.002583929,2
PBANKA_093090,0.901613592,Slow,0.829945235,0.973281948,0.001284088,2
PBANKA_093100,0.93195881,Dispensable,0.807488155,1.056429465,0.003873236,1
PBANKA_093120,0.105071678,Essential,-0.18931767,0.399461026,0.021666272,3
PBANKA_093130,0.329946519,Essential,-0.116543915,0.776436952,0.049838427,3
PBANKA_093140,0.133663013,Essential,0.017416335,0.249909691,0.003378323,2
PBANKA_093150,0.9442705,Dispensable,0.871384963,1.017156037,0.001328075,1
PBANKA_093160,0.048468165,Essential,-0.110248524,0.207184855,0.006297747,3
PBANKA_093190,0.9954219,Dispensable,0.92415632,1.066687479,0.001269696,2
PBANKA_093200,0.054362541,Essential,-0.014478966,0.123204047,0.001184788,4
PBANKA_093210,0.959501005,Dispensable,0.877288078,1.041713932,0.001689741,2
PBANKA_093230,0.959516177,Dispensable,0.901544273,1.017488081,0.000840185,2
PBANKA_093250,0.516580737,Slow,0.32018141,0.712980063,0.009643174,3
PBANKA_093260,1.05728277,Dispensable,0.982517676,1.132047863,0.001397455,1
PBANKA_093280,0.112603202,Essential,-0.004779775,0.22998618,0.003444691,2
PBANKA_093290,0.988909088,Dispensable,0.88752587,1.090292305,0.002569639,1
PBANKA_093300,0.046017127,Essential,-0.031695147,0.1237294,0.001509799,4
PBANKA_093310,0.029599409,Essential,-0.047061186,0.106260003,0.001469212,1
PBANKA_093330,0.08597275,Essential,0.028299683,0.143645817,0.000831546,2
PBANKA_093350,1.00706144,Dispensable,0.924999671,1.08912321,0.001683534,1
PBANKA_093360,1.004336862,Dispensable,0.905087411,1.103586313,0.002462613,1
PBANKA_093370,1.016359717,Dispensable,0.987148745,1.045570688,0.00021332,4
PBANKA_093380,0.956888529,Dispensable,0.855613337,1.058163722,0.002564166,1
PBANKA_093390,1.024706127,Dispensable,0.892788324,1.15662393,0.004350577,1
PBANKA_093400,0.240951946,Slow,0.117555251,0.364348641,0.003806686,2
PBANKA_093410,0.083065993,Essential,0.01811181,0.148020177,0.001054761,1
PBANKA_093430,0.106044448,Essential,0.028263237,0.183825659,0.001512479,1
PBANKA_093470,0.951374278,Dispensable,0.700713304,1.202035252,0.015707731,2
PBANKA_093530,0.108748554,Essential,0.0414035,0.176093608,0.001133839,2
PBANKA_093540,0.106006649,Essential,-0.019608353,0.231621651,0.003944782,2
PBANKA_093550,0.076077142,Essential,-0.184236502,0.336390786,0.016940798,2
PBANKA_093640,0.279481019,Essential,0.029531494,0.529430543,0.015618691,2
PBANKA_093650,0.050931848,Essential,-0.417434175,0.519297871,0.054841683,2
PBANKA_093660,0.844234939,Slow,0.77120877,0.917261109,0.001333205,2
PBANKA_093690,0.604151502,Slow,0.486656943,0.721646061,0.003451243,2
PBANKA_093700,0.064869664,Essential,0.015697553,0.114041775,0.000604474,2
PBANKA_093710,0.1,Essential,NA,NA,Inf,2
PBANKA_093720,0.095898435,Essential,0.021645698,0.170151171,0.001378367,2
PBANKA_093740,0.1,Essential,NA,NA,Inf,2
PBANKA_093750,1.027070106,Dispensable,0.867117576,1.187022637,0.006396203,1
PBANKA_093770,0.124597129,Essential,-0.246201688,0.495395945,0.034372941,1
PBANKA_093780,0.039444097,Essential,-0.037087901,0.115976095,0.001464287,2
PBANKA_093810,0.251727398,Slow,0.103938375,0.399516422,0.005460399,2
PBANKA_093830,0.130397689,Essential,-0.059538971,0.320334349,0.009018984,3
PBANKA_093850,0.610298543,Slow,0.520383528,0.700213558,0.002021177,2
PBANKA_093860,0.131278917,Essential,-0.027849757,0.290407592,0.006330484,3
PBANKA_093890,0.818020026,Slow,0.723488348,0.912551704,0.00223406,2
PBANKA_093910,0.1,Essential,NA,NA,Inf,1
PBANKA_093960,0.358344575,Essential,0.00406115,0.712627999,0.031379186,2
PBANKA_093980,1.000872509,Dispensable,0.905349818,1.096395201,0.002281146,1
PBANKA_093990,0.073669853,Essential,-0.057898048,0.205237753,0.004327528,2
PBANKA_094010,0.994953487,Dispensable,0.878591694,1.111315281,0.003385017,1
PBANKA_094020,0.991652674,Dispensable,0.857040376,1.126264971,0.004530118,1
PBANKA_094080,0.062301181,Essential,0.019683229,0.104919133,0.000454072,2
PBANKA_094090,0.271990457,Essential,-0.043763742,0.587744656,0.024925179,3
PBANKA_094110,0.1,Essential,NA,NA,Inf,2
PBANKA_094130,0.337487846,Slow,0.177495167,0.497480525,0.006399414,2
PBANKA_094160,0.327307438,Slow,0.213352271,0.441262606,0.003246445,2
PBANKA_094180,0.13613238,Essential,0.06065618,0.21160858,0.001424164,3
PBANKA_094190,0.058796571,Essential,-0.186111147,0.303704289,0.014994948,2
PBANKA_094210,0.074411323,Essential,0.020504166,0.128318481,0.000726495,2
PBANKA_094230,0.773040808,Dispensable,0.397329574,1.148752042,0.035289733,2
PBANKA_094250,0.253638786,Essential,0.086864584,0.420412988,0.006953409,2
PBANKA_094270,0.245280393,Essential,-0.296538482,0.787099269,0.073391924,2
PBANKA_094280,0.26360145,Essential,0.035952152,0.491250748,0.012956051,2
PBANKA_094290,0.325203674,Essential,-0.102852166,0.753259515,0.045807951,2
PBANKA_094320,0.233726702,Essential,0.052640498,0.414812907,0.008198053,2
PBANKA_094330,0.43020337,Slow,0.19675116,0.663655579,0.013624984,2
PBANKA_094340,0.893571434,Dispensable,0.666212939,1.120929928,0.012922971,2
PBANKA_094350,0.164454559,Essential,0.047203759,0.28170536,0.003436938,3
PBANKA_094360,0.086314469,Essential,0.039223918,0.13340502,0.00055438,2
PBANKA_094390,1.001228926,Dispensable,0.908109882,1.09434797,0.002167789,1
PBANKA_050060,0.926932767,Dispensable,0.766575127,1.087290407,0.006428643,1
PBANKA_100010,1.009780088,Dispensable,0.949738552,1.069821623,0.000901247,3
PBANKA_100030,0.780301611,Dispensable,0.356747504,1.203855719,0.04484952,1
PBANKA_100060,0.926196633,Dispensable,0.822575483,1.029817782,0.002684336,2
PBANKA_100080,0.885876885,Dispensable,0.773721276,0.998032494,0.00314472,1
PBANKA_100100,0.165948387,Essential,-0.08621691,0.418113684,0.015896834,2
PBANKA_100110,0.043130071,Essential,-0.194224775,0.280484917,0.014084331,1
PBANKA_100120,0.991749074,Dispensable,0.883910608,1.09958754,0.002907284,2
PBANKA_100130,0.437684029,Slow,0.167393449,0.707974609,0.018264249,1
PBANKA_100140,0.1,Essential,NA,NA,Inf,2
PBANKA_100150,0.766673479,Slow,0.641189244,0.892157714,0.003936573,1
PBANKA_100160,0.871411487,Slow,0.791229081,0.951593894,0.001607305,1
PBANKA_100170,0.113214474,Essential,0.004797267,0.221631681,0.002938573,2
PBANKA_100190,0.109962369,Essential,0.074242795,0.145681944,0.000318972,2
PBANKA_100210,1.017795659,Dispensable,0.940945476,1.094645843,0.001476488,1
PBANKA_100220,0.951477556,Dispensable,0.880332416,1.022622695,0.001265408,1
PBANKA_100230,0.434857579,Slow,0.094923748,0.77479141,0.028888752,2
PBANKA_100240,0.736936262,Slow,0.607287477,0.866585048,0.004202202,2
PBANKA_100250,0.99124366,Dispensable,0.910458828,1.072028492,0.001631547,2
PBANKA_100260,0.923352534,Slow,0.855192445,0.991512623,0.001161449,1
PBANKA_100270,0.071324359,Essential,-0.080699208,0.223347926,0.005777791,3
PBANKA_100290,0.026868406,Essential,-0.036671714,0.090408526,0.001009337,1
PBANKA_100310,0.1,Essential,NA,NA,Inf,2
PBANKA_100350,0.954434332,Dispensable,0.88825881,1.020609853,0.0010948,1
PBANKA_100360,0.895656044,Slow,0.833144189,0.958167898,0.000976933,3
PBANKA_100370,0.202517899,Essential,0.015005647,0.390030151,0.008790211,2
PBANKA_100380,0.181539125,Essential,-0.110427998,0.473506248,0.0213112,1
PBANKA_100430,0.035325112,Essential,-0.002074756,0.07272498,0.000349688,2
PBANKA_100440,0.086269327,Essential,0.043797075,0.128741579,0.000450973,2
PBANKA_100480,0.085664882,Essential,0.004919775,0.166409989,0.001629943,1
PBANKA_100490,0.056414474,Essential,-0.056015253,0.168844201,0.003160111,3
PBANKA_100500,0.788331995,Slow,0.660083902,0.916580088,0.004111893,1
PBANKA_100520,0.982535133,Dispensable,0.882922186,1.082148081,0.002480685,1
PBANKA_100530,0.906033468,Slow,0.827984329,0.984082607,0.001522917,2
PBANKA_100550,0.953086776,Dispensable,0.870478659,1.035694893,0.001706025,2
PBANKA_100570,0.998171689,Dispensable,0.798247457,1.198095921,0.009992425,1
PBANKA_100590,0.985232957,Dispensable,0.874851676,1.095614239,0.003046007,1
PBANKA_100600,0.125976146,Essential,0.082710097,0.169242195,0.000467988,2
PBANKA_100610,0.550166774,Slow,0.303755772,0.796577777,0.015179596,2
PBANKA_100620,0.834900986,Dispensable,0.659181536,1.010620436,0.007719331,1
PBANKA_100630,0.790138765,Dispensable,0.59198528,0.988292251,0.009816201,2
PBANKA_100640,1.04267732,Dispensable,0.941112151,1.144242488,0.002578871,1
PBANKA_100650,0.1,Essential,NA,NA,Inf,1
PBANKA_100670,0.116652783,Essential,-0.176742134,0.410047701,0.021520144,3
PBANKA_100680,0.063611464,Essential,-0.037365964,0.164588891,0.00254911,2
PBANKA_100690,1.02687605,Dispensable,0.899551221,1.154200878,0.004052903,1
PBANKA_100700,0.159300908,Essential,-0.074126178,0.392727994,0.013622051,2
PBANKA_100710,1.077825087,Dispensable,0.915644424,1.240005749,0.006575642,1
PBANKA_100720,0.477421709,Slow,0.30994323,0.644900188,0.00701226,2
PBANKA_100730,0.848796622,Dispensable,0.683004369,1.014588876,0.006871768,2
PBANKA_100760,0.905559767,Dispensable,0.704714026,1.106405507,0.010084753,2
PBANKA_100770,0.307439407,Slow,0.144380957,0.470497857,0.006647015,1
PBANKA_100780,0.07395836,Essential,-0.48987788,0.6377946,0.079477826,2
PBANKA_100790,1.020346775,Dispensable,0.903099639,1.137593911,0.003436723,2
PBANKA_100810,0.11619088,Essential,-0.01306476,0.24544652,0.004176755,3
PBANKA_100830,0.107807627,Essential,0.073989696,0.141625557,0.000285913,2
PBANKA_100840,0.057723564,Essential,0.012548142,0.102898985,0.000510205,1
PBANKA_100850,0.208801534,Essential,0.065220617,0.352382451,0.00515387,2
PBANKA_100860,0.956332478,Dispensable,0.796984753,1.115680202,0.006347924,2
PBANKA_100870,0.890318906,Dispensable,0.753572582,1.027065229,0.004674889,2
PBANKA_100880,0.179484626,Essential,-0.278284278,0.637253531,0.052388092,2
PBANKA_100890,0.131162143,Essential,0.087832381,0.174491904,0.000469367,2
PBANKA_100920,0.118876165,Essential,-0.012678186,0.250430516,0.004326637,3
PBANKA_100940,0.029462365,Essential,-0.004030806,0.062955537,0.000280448,2
PBANKA_100950,0.715979644,Slow,0.522288201,0.909671087,0.009379094,2
PBANKA_100960,0.968630107,Dispensable,0.78648761,1.150772603,0.008293972,1
PBANKA_100970,0.349533539,Slow,0.289197966,0.409869113,0.000910095,2
PBANKA_100980,0.055653848,Essential,0.025288448,0.086019248,0.000230514,3
PBANKA_100990,0.974293253,Dispensable,0.820092151,1.128494355,0.005944495,1
PBANKA_101010,0.34099042,Slow,0.119524236,0.562456604,0.012261818,4
PBANKA_101020,0.185029585,Essential,-0.124078126,0.494137297,0.023886894,2
PBANKA_101030,0.1,Essential,NA,NA,Inf,2
PBANKA_101040,0.050375677,Essential,-0.07856171,0.179313063,0.004156212,3
PBANKA_101050,0.832200612,Dispensable,0.646993994,1.01740723,0.008575373,2
PBANKA_101080,0.850163511,Slow,0.763806945,0.936520077,0.001864364,1
